description,url,localisation,prix,agence,titre,infos
"dans quartier pavillonnaire, maison de 8 pieces, comprenant au niv.1: 1 sejour double, 1 cuisine amenagee equipee, 1 chambre, 1 sdd, wc sep.. au niv.2: 3 chambres, gde sdb, wc sep.. au rdc: un garage, un cellier plus un appartement independant de 3 pieces avec entree privee : 1 chambre, 1 cuisine amenagee equipee,1 salon,sdd, wc sep.(loc. possible a 800). terrasse et jardin. belles prestations. le prix indique comprend les honoraires de negociation qui se montent a 3.33% ttc du prix affiche. dpe: 450, soit g, ges: 80, soit g. frederic prudont, agent commercial immatricule au rsac de nanterre sous le numero 80070606100010 - a la lucarne de l'immobilier - votre contact : frederic prudont - 06 85 12 66 73 - ref. 54272",http://www.paruvendu.fr/immobilier/vente/maison/argenteuil-95100/1203479077A1KIVHMN000,,465000,a la lucarne de l'immobilier,vente maison 8 pieces 200 m2 environ a argenteuil (95100),"nombre de pieces : 8, surface : 200m, parking / garage, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 6, - surface du terrain : 353, - box"
"aulnay sous bois, quartier tres recherche a 5 minutes du marche et commerces.cette meuliere de( 160m2)avec beaucoup de charme va vous seduire !! sejour salon de 33m2 cuisine amenagee, 1 bureau, wc lavabo. 1 etage :3 chambres, salle de bains, wc. 2eme etage. 2 chambres, salle de bains wc. sous sol total devise en chaufferie, buanderie, cave. garage independant. l'ensemble edifiee sur un terrain de 51 m2. reseau immobilier capifrance - votre agent commercial albano ventura moreira 06 85 32 61 04 - voir photos (ref.380893) sur www.capifrance.frnom du negociateur : ventura moreiraalbano statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/prestige/maison/aulnay-sous-bois-93600/1203464396A1KIVHMN000,,685000,sas capi,vente maison 7 pieces 160 m2 environ a aulnay sous bois (93600),"nombre de pieces : 7, surface : 160m, parking / garage, jardin / terrain, - nombre de chambre(s) : 5, - surface du terrain : 516, - box"
"exclusisite, viroflay, sur un terrain de 274 m2, grande maison familiale recente (1998) non mitoyenne de 170m2 environ comprenant au rez de chaussee : double sejour traversant avec cheminee, cuisine dinatoire, chambre avec salle d'eau, wc. a l'etage, 3 chambres, un bureau, une salle de bains, une salle d'eau, wc. 2 pieces supplementaires amenagees dans les combles pouvant servir de chambres, bureau ou salle de jeux. sous sol total. moins de 10 minutes a pied des gares rive gauche et rive droite (rerc, montparnasse, la defense et saint lazare). les honoraires ttc sont inclus et sont a la charge de l'acquereur, soit 3,47% du prix du bien. reseau immobilier capifrance - votre agent commercial florence jegou 06 09 88 54 89 - voir photos (ref.390096) sur www.capifrance.frnom du negociateur : jegouflorence honoraire a la charge de l'acquereur : 1 statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/prestige/maison/viroflay-78220/1204545565A1KIVHMN000,,895000,sas capi,vente maison 8 pieces 170 m2 environ a viroflay (78220),"nombre de pieces : 8, surface : 170m, jardin / terrain, - nombre de chambre(s) : 5, - surface du terrain : 274, emission de gaz a effet de serre : 56 kgeq/m2.an, consommation energetique : 241 kwh/m2 an"
"aulnay sous bois, vous revez d'une maison aeree, non mitoyenne avec un beau jardin, situee dans le sud d'aulnay ? et bien, celle ci va certainement meriter votre attention. elle affiche des l'exterieur une belle facade. l'entree y est tres spacieuse (7 m2). elle distribue un superbe double-sejour (32 m2) ayant acces direct sur le jardin sur l'arriere, une cuisine familiale (15m2), bureau, salle d'eau contemporaine digne des magazines de deco et des wc separes. l'etage presente 4 chambres , ainsi qu'une salle d'eau et des wc. sous-sol total avec grand garage, espace buanderie...tres belle affaire. portail electrifie, isolation interieure, chauffage gaz...possibilite de rentrer 3 voitures. agreable jardin sur l'arriere. reseau immobilier capifrance - votre agent commercial valerie riviere 06 78 96 61 22 - voir photos (ref.389872) sur www.capifrance.frnom du negociateur : rivierevalerie statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/vente/maison/aulnay-sous-bois-93600/1204545599A1KIVHMN000,,375000,sas capi,vente maison 6 pieces 125 m2 environ a aulnay sous bois (93600),"nombre de pieces : 6, surface : 125m, parking / garage, jardin / terrain, - nombre de chambre(s) : 4, - surface du terrain : 464, - terrasse, - box"
"exclusivite, en limite de versailles, a viroflay, sur un terrain de 274 m2, grande maison familiale recente (1998) non mitoyenne de 170 m2 environ comprenant au rez de chaussee : double sejour traversant avec cheminee, cuisine dinatoire, chambre avec salle d'eau, wc. a l'etage, 3 chambres, un bureau, une salle de bains, une salle d'eau, wc. 2 pieces supplementaires amenagees dans les combles pouvant servir de chambres, bureau ou salle de jeux. sous sol total. moins de 10 minutes a pieds des gares rive gauche et rive droite (rerc, montparnasse, la defense et saint lazare) les honoraires ttc sont inclus et sont a la charge de l'acquereur, soit 3,47% du prix du bien. reseau immobilier capifrance - votre agent commercial florence jegou 06 09 88 54 89 - voir photos (ref.390116) sur www.capifrance.frnom du negociateur : jegouflorence honoraire a la charge de l'acquereur : 1 statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/prestige/maison/versailles-78000/1204545650A1KIVHMN000,,895000,sas capi,vente maison 8 pieces 170 m2 environ a versailles (78000),"nombre de pieces : 8, surface : 170m, jardin / terrain, - nombre de chambre(s) : 5, - surface du terrain : 274, emission de gaz a effet de serre : 56 kgeq/m2.an, consommation energetique : 241 kwh/m2 an"
"ablon sur seine - a deux pas des quais de seine et des commodites, venez decouvrir cette demeure de caractere actuellement divisee en 3 appartements (deux appartements de type 3 pieces, un appartement de type 2 pieces) de tres beaux volumes a exploiter pour votre famille ou pour investir. un petite dependance de 25m2 a amenager egalement. terrain de 420m2 arbore et sans vis a vis en plein coeur d'ablon sur seine. merite votre visite. travaux a prevoir!",http://www.paruvendu.fr/immobilier/vente/maison/ablon-sur-seine-94480/1204547069A1KIVHMN000,,470000,acv century 21,vente maison 11 pieces 198 m2 environ a ablon sur seine (94480),"nombre de pieces : 11, surface : 198m, jardin / terrain, - nombre de chambre(s) : 6, emission de gaz a effet de serre : 80 kgeq/m2.an, consommation energetique : 350 kwh/m2 an"
creteil. quartier du halage residentiel et pavillonnaire. a 850 metres (environ 11 minutes) a pied de la station saint-maur-des-fosses - creteil (rer a). maison de ville independante et fonctionnelle. ideal pour un couple avec un enfant. mieux qu'un appartement. vous etes chez vous et vous gerez vous-meme vos charges. chauffage et eau chaude individuel gaz. une maison surprenante au prix d'un appartement 3/4 pieces. une belle chambre et deux petites chambres dont une commandee par l'autre et pouvant eventuellement etre reunies. wc a chaque niveau. salle d'eau et salle de bains. je vous invite a passer des photos a la realite lors d'une visite. courette. toute proposition serieuse sera etudiee. reseau immobilier capifrance - votre agent commercial pascal dionnet 06 99 87 00 76 - voir photos (ref.387715) sur www.capifrance.frnom du negociateur : dionnetpascal statut du negociateur : agent commercial independant,http://www.paruvendu.fr/immobilier/vente/maison/creteil-94000/1204145373A1KIVHMN000,,285000,sas capi,vente maison 4 pieces 60 m2 environ a creteil (94000),"nombre de pieces : 4, surface : 60m, - nombre de chambre(s) : 3, - surface du terrain : 66, - terrasse, emission de gaz a effet de serre : 46 kgeq/m2.an, consommation energetique : 197 kwh/m2 an"
"exclusivite, aux portes du vesinet,cliquez sur visite virtuelle pour decouvrir cette maison de 8p en lisiere d'une coulee verte et des bords de seine, edifiee sur un terrain de 661m2 comprenant: entree, cuisine equipee, s.a.m, grand sejour, 2 ch, sde, wc.a l'etage: suite avec loggia et sdb, 3 ch, sde. garage double. cette maison est ideale pour une famille appreciant le calme et la verdure.a visiter rapidement! le prix indique comprend les honoraires de negociation qui se montent a 2.74% ttc du prix affiche. dpe: 150, soit c, ges: 35, soit d. laurent guilly, agent commercial immatricule au rsac de versailles sous le numero 79753761000017 - a la lucarne de l'immobilier - votre contact : laurent guilly - 06 02 45 94 27 - ref. 55220",http://www.paruvendu.fr/immobilier/prestige/maison/montesson-78360/1205096956A1KIVHMN000,,749000,a la lucarne de l'immobilier,vente maison 8 pieces 175 m2 environ a montesson (78360),"nombre de pieces : 8, surface : 175m, parking / garage, jardin / terrain, - nombre de chambre(s) : 5, - surface du terrain : 661, - box, emission de gaz a effet de serre : 35 kgeq/m2.an, consommation energetique : 150 kwh/m2 an"
"maison traditionnelle de 92 m2, composee d'un sejour + cuisine de 40 m2, wc + cellier + garage integre. a l'etage, 4 chambres et une salle de bains. maison rt 2012 a haute isolation thermique, equipee d'un systeme de detection incendie, de gestion des consommations d'energie et d'un chauffage intelligent. belle opportunite .... terrain de 253m2 proche de toutes commodites dans un cadre pavillonnaire",http://www.paruvendu.fr/immobilier/vente/maison/gonesse-95500/1205101367A1KIVHMN000,,232400,maisons pierre - aulnay 2,vente maison 6 pieces 92 m2 environ a gonesse (95500),"nombre de pieces : 6, surface : 92m, parking / garage, jardin / terrain, - nombre de chambre(s) : 4, - box"
"93380- pierrefitte-sur-seine tramway- belle maison recente 2012- effcity l'agence qui estime votre bien en ligne vous propose en exclusivite cette grande maison de 125m2, construction 2012 avec garantie decennale, dommage-ouvrage. elevee sur sous-sol total, sur un terrain de 260 m2. elle est divisee en 2 appartements- 1 niveau appartement 2 pieces de 45 m2 , un sejour, 1 cuisine amenage, donnant sur terrasse et jardin, une chambre, une salle d'eau avec wc..- 2 niveau un duplex de 80m2 avec un sejour et cuisine americaine donnant sur une terrasse avec vu sur jardin, une chambre, une salle d'eau avec wc..- a l'etage 3 chambres avec une salle d'eau wc. garage. possibilite de faire une extension de 100 m2. ideale pour une famille, qui peut financer une partie avec la rentabilite possible du 2 pieces. ainsi que pour investisseur, tres bon investissement avec bonne rentabilite dans un secteur en pleine evolution, tramway, et future gare du grand paris. proche de toutes commodites.nom du negociateur : rechaldidier honoraire a la charge de l'acquereur : 0 statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/vente/maison/pierrefitte-sur-seine-93380/1205101428A1KIVHMN000,,332000,efficity,vente maison 7 pieces 125 m2 environ a pierrefitte sur seine (93380),"nombre de pieces : 7, surface : 125m, parking / garage, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 5, - surface du terrain : 260, - terrasse, emission de gaz a effet de serre : 9 kgeq/m2.an, consommation energetique : 190 kwh/m2 an"
"au calme, dans un secteur recherche, pavillonnaire, beaux volumes pour cette agreable maison de 150m2 edifiee sur un terrain de 294m2 offrant au rez de chaussee : entree, grande cuisine d'ete, garage, le tout donnant sur jardin. au 1er etage, vaste sejour de 33m2 avec double exposition, cuisine amenagee (possible us), chambre ou bureau pouvant s'ouvrir sur le salon/salle a manger et toilettes. au 2eme etage : 3 chambres, salle de bains avec toilettes. luminosite assuree. fort potentiel. contactez christian chataignier, agent commercial optimhome (rsac n522927268 greffe de versailles) 06 63 30 86 77 http://www.chataignier.optimhome.com (ref. 830030043626 / 307900 )nom du negociateur : chataignierchristian statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/vente/maison/le-petit-clamart-92140/1205101521A1KIVHMN000,,560000,optimhome,vente maison 4 pieces 154 m2 environ a le petit clamart (92140),"nombre de pieces : 4, surface : 154m, parking / garage, jardin / terrain, - nombre de chambre(s) : 4, - surface du terrain : 294, - cave"
"le bourget (93) : superbe pavillon f6 non mitoyen de 120 m2 sur un terrain de 280 m2 en plein centre du bourget ! il se compose au rdc d'une entree, un grand sejour double de 32 m2 comportant une cheminee ainsi qu'une porte fenetre donnant acces a la partie terrasse , une cuisine amenagee et equipee, une chambre, un wc et un palier desservant l'entree de service qui se trouve a la sortie du garage ainsi que la porte accedant a la cave, ce palier permet aussi de pouvoir aller directement de la cuisine a la salle a manger ! au 1er etage nous decouvrons 3 belles chambres dont la plus grande mesure 18 m2, une belle salle de bains avec la possibilite de rajouter une douche et sur la palier une petite piece pouvant servir pour creer un wc (les arrivees et evacuations d'eau etant deja presentes). sous-sol total avec une buanderie, un atelier, une partie cave a vins. chauffage et eau chaude gaz (chaudiere frisquet recente, 3 ans), double vitrage, arrosage automatique, alarme, videophone, gouttnom du negociateur : tapadinhasmarie-louise statut du negociateur : agent commercial independant",http://www.paruvendu.fr/immobilier/vente/maison/le-bourget-93350/1205102256A1KIVHMN000,,440000,sas capi,vente maison 6 pieces 120 m2 environ a le bourget (93350),"nombre de pieces : 6, surface : 120m, parking / garage, balcon / terrasse, jardin / terrain, - nombre de chambre(s) : 4, - surface du terrain : 280, - terrasse, - cave, emission de gaz a effet de serre : 35 kgeq/m2.an, consommation energetique : 151 kwh/m2 an"
