description,url,localisation,prix,agence,titre,infos
"PARIS Xeme - MARCHE SAINT QUENTIN - SUPERBE DUPLEX LUMINEUX - Efficity l'agence qui estime votre bien en ligne vous propose ce beau duplex LUMINEUX d'une superficie de 108.2m2 Loi Carrez dans une rue calme. Le premier niveau est compose d'une entree, d'un grand bureau, de wc separes, et d'un studio d'une superficie de 18m2 avec une salle de bain. L'etage est quand a lui compose d'une entree avec poutres apparentes,d'un grand sejour de 22m2, d'une cuisine ouverte et equipee, de deux chambres, d'un",http://www.explorimmo.com/annonce-6715728.html,"Paris 9eme,",950000,Efficity,Vente appartement 6 pieces 121 m2,"Nombre de pieces : 6, Surface : 121 m2, Nombre de chambres : 3, Nombre de salles de bain : 2, Type de chauffage : Chauffage electrique, Etage : 1, Exposition : Non precise, Ascenseur : oui, Salle de bain : oui, Energie : F (397), GES : C (12)"
"PARIS 9eme - Blanche / Trinite - 7 PIECES - Au sein d'un bel immeuble Pierre de Taille, Imax vous propose ce bel appartement familial a renover. Il se compose d'une galerie d'entree, un grand sejour, une salle a manger, une cuisine dinatoire, 5 chambres, une salle de bains, une salle d'eau, 2 toilettes independants. Une grande cave. Plusieurs possibilites d'amenagement. Beaucoup de charme. Quartier agreable et recherche. Possibilite professions liberales. Faire vite. DPE : classe E - V1747 - www.imax.fr",http://www.explorimmo.com/annonce-6723828.html,"Paris 9eme,",1590000,Imax Agence Paris Championnet,Vente appartement 7 pieces 243 m2,"Nombre de pieces : 7, Surface : 243 m2, Nombre de chambres : 5, Nombre de salles de bain : 1, Ascenseur : oui, Cave : oui, Digicode : oui, Interphone : oui, Salle d'eau : oui, Salle de bain : oui, Energie : E (243), GES : E (48)"
"Condorcet- Rochechouart. LOFT au calme avec TERRASSE privative. Il offre une piece de vie avec cuisine dinatoire ouverte, 1 chambre, 1 bureau (2eme chambre possible), salle de bain et wc separes. CAVE. A rafraichir. Copropriete de - lots. Quote part charges annuelles 1350 . Honoraires ttc charge acquereur : 3,08 %. CONTACT DIRECT : 06 83 44 04 11.",http://www.explorimmo.com/annonce-6723196.html,Paris 9eme,650000,Rez-de-chaussee.com,Vente loft 4 pieces 70 m2,"Nombre de pieces : 4, Surface : 70 m2, Nombre de chambres : 1, Nombre de salles de bain : 1, Cave : oui, Salle de bain : oui, Terrasse : oui, Energie : C (120), GES : D (28)"
"Paris IX eme - M Anvers/Barbes -5 Pieces - 3 Chambres - Balcon - Terrasse et Cie vous propose au pied du metro, proche tous commerces, un magnifique appartement de 90 M2 loi carrez avec 10 M2 de balcon filant. Situe bd Rochechouart au deuxieme etage d'un somptueux immeuble Pierre de taille 1900, ce bien se compose d'un spacieux sejour double de 30 M2 orne d'un balcon, de trois belles chambres (15 13 et 12 M2) dont deux sur le balcon, d'une charmante cuisine equipee amenagee, d'une salle de bain",http://www.explorimmo.com/annonce-6723632.html,"Paris 9eme,",825000,Terrasse & Cie Immobilier,Vente appartement 4 pieces 95 m2,"Nombre de pieces : 4, Surface : 95 m2, Nombre de chambres : 3, Nombre de salles de bain : 1, Etage : 2, Ascenseur : oui, Balcon : oui, Cave : oui, Digicode : oui, Interphone : oui, Salle de bain : oui, Energie : E (235), GES : E (50)"
"Paris 9eme - au coeur du quartier TRUDAINE - MARTYRS - MAUBEUGE - Superbe 4 pieces de 96m2 au 2eme etage d'un bel immeuble pierre de taille de bon standing, ascenseur. Ce bien en excellent etat se compose d'une belle entree, spacieux double sejour beneficiant de trois portes-fenetres offrant une superbe luminosite, cuisine dinatoire entierement equipee, electromenager et materiaux haut de gamme, 2 chambres dont une chambre parentale avec grand dressing, salle de bains (baignoire et douche), WC separes,",http://www.explorimmo.com/annonce-6736642.html,"Paris 9eme,",925000,Astim Transactions & Investissements,Vente appartement 4 pieces 96 m2,"Nombre de pieces : 4, Surface : 96 m2, Nombre de chambres : 2, Nombre de salles de bain : 1, Etage : 2, Ascenseur : oui, Salle de bain : oui, Energie : NC, GES : NC"
"Paris 9eme, Quartier Drouot. Au 3eme etage d'un immeuble haussmannien, avec ascenseur. Appartement 5 pieces, 112 m2 loi Carrez, recemment renove, beaucoup de cachet, parquet Point de Hongrie, moulures et cheminees. Excellent ensoleillement (exposition sud degagee), calme rare. Compose d'une galerie d'entree, salle a manger et grand sejour, cuisine independante amenagee et equipee, de 2 chambres et un bureau, d'une salle de bains, d'un wc separe, ainsi que d'un cagibi et d'un grand dressing. Nombreux",http://www.explorimmo.com/annonce-6741168.html,"Paris 9eme,",1090000,5 Pieces Et Plus,Vente appartement 5 pieces 112 m2,"Nombre de pieces : 5, Surface : 112 m2, Nombre de chambres : 3, Nombre de salles de bain : 1, Type de chauffage : Gaz, Exposition : Non precise, Ascenseur : oui, Cave : oui, Salle de bain : oui, Energie : NC, GES : NC"
"Carrefour de Chateaudun/Notre Dame de Lorette, dans un immeuble du Second Empire securise par un digicode et un interphone, au troisieme etage avec ascenseur, un appartement de 2/3 pieces sur cour. Une entree distribue un double sejour avec une cuisine amenagee, equipee semi-ouverte, deux chambres commandees ou une chambre et un bureau, une salle de bains, un WC independant. Une cave complete ce bien. Copropriete de 44 lots. Charges annuelles : 2004  Honoraires acheteur inclus : 3.87 %",http://www.explorimmo.com/annonce-7012718.html,"Paris 9eme,",595000,Groupe David Immobilier,Vente appartement 3 pieces 65 m2,"Nombre de pieces : 3, Surface : 65 m2, Nombre de chambres : 2, Nombre de salles de bain : 1, Etage : 3, Exposition : Sud-Ouest, Cave : oui, Digicode : oui, Salle de bain : oui, Energie : E (261), GES : B (8)"
"Dans un ancien hotel particulier du 18eme siecle, bel appartement de reception, d'une superficie de 117m2, situe au 3eme et dernier etage, traversant entre rue er tres belle cour. Il se compose de 4 grandes pieces dont 2 chambres, d'une salle de bains avec wc et d'une grande cuisine. Lumineux et au calme. Une grande cave complete ce bien. Copropriete de plus de 10 lots. Fagimo n de SIREN: 38515202000033.",http://www.explorimmo.com/annonce-7016566.html,"Paris 9eme,",1200000,Fagimo,Vente appartement 4 pieces 117 m2,"Nombre de pieces : 4, Surface : 117 m2, Nombre de chambres : 2, Nombre de salles de bain : 1, Salle de bain : oui, Energie : G (451), GES : G (81)"
"PARIS XEME 63M2-3 PIECES-PROCHE MONTMARTRE-CALME-LUMINEUX-BEAUX VOLUMESEfficity l'agence qui estime votre bien en ligne, vous propose cet appartement refait avec gout en 2012, de 62,29 m2 carrez au 3eme etage avec ascenseur.Il se compose d'une entree en etoile, d'un sejour de 20m2 avec parquet en point de Hongrie et cheminee, deux chambres, une salle de bain, un wc separe, les moulures, le parquet et les cheminees agrementent ce bien et lui donnent tout son cachet. Une cave complete ce bien.Cet appartement",http://www.explorimmo.com/annonce-6310626.html,"Paris 9eme,",620000,Efficity,Vente appartement 3 pieces 63 m2,"Nombre de pieces : 3, Surface : 63 m2, Nombre de chambres : 2, Nombre de salles de bain : 1, Type de chauffage : Chauffage electrique, Etage : 3, Exposition : Sud-Ouest, Ascenseur : oui, Salle de bain : oui, Energie : E (270), GES : E (50)"
"Charmant Appartement 2 pieces 36 m2 LC et 40m2 au sol. A deux pas de la rue Martyrs, situe au 7eme et dernier etage avec ascenseur et vue degagee sans vis a vis. Exposition sud est, il est baigne de lumiere. Entree avec grand placard, cuisine ouverte, chambre, salle de bain.Contact direct avec Maxime GLAYROUSE : 06.35.23.27.16",http://www.explorimmo.com/annonce-7004134.html,Paris 9eme,385000,Paris Montmartre Transactions,Vente appartement 2 pieces 40 m2,"Nombre de pieces : 2, Surface : 40 m2, Nombre de chambres : 1, Type de chauffage : Chauffage electrique, Etage : 7, Ascenseur : oui, Digicode : oui, Salle d'eau : oui, Energie : NC, GES : NC"
"Viager occupe (F 80 ans). METRO POISSONNIERES ou ANVERS - Paris 9eme Au sein d'une copropriete en pierre de taille, recemment ravalee, au 3eme etage avec ascenseur, appartement de 66,14 m2 Carrez comprenant: entree, salle de sejour avec salle a manger donnant sur un balcon (O,80 m2), cuisine separee, deux chambres, salle de bains, WC separes. Cave Viager occupe - Dame 80 ans En partant d'une valeur venale de 620 000 EUR, vous achetez ce bien sur la base d'une valeur occupee de 380 060 EUR qui se",http://www.explorimmo.com/annonce-6514258.html,Paris 9eme,238400,Renee Costes Viager,Vente viager 3 pieces 65 m2,"Nombre de pieces : 3, Surface : 65 m2, Nombre de chambres : 2, Type de chauffage : Gaz, Exposition : Non precise, Cave : oui, Energie : D (156), GES : E (36)"
"Au deuxieme etage d'un immeuble ancien, studio de 14 m2 donnant sur la cour et comprenant une piece principale avec kitchenette et une salle d'eau.Une cave complete ce bien.",http://www.explorimmo.com/annonce-6861582.html,"Paris 9eme,",140000,Daniel Feau 9eme,"Vente studio 13,65 m2","Nombre de pieces : 1, Surface : 13,65 m2, Type de chauffage : Chauffage electrique, Etage : 2, Interphone : oui, Energie : D (215), GES : D (28)"
"PARIS 9eme - Drouot - Au dernier etage, sous les toits, au calme sur cour, dans une belle copropriete, Imax vous propose ce tres bel appartement atypique compose d'un grand double sejour, coin bureau, cuisine us equipee, une chambre, une salle d'eau avec wc, un coin bureau, 2eme chambre en mezzanine. Poutres, parquet, vue degagee et prestations haut de gamme. Beaucoup de charme. Coup de coeur assure! DPE : Classe C - V1766 - www.imax.fr",http://www.explorimmo.com/annonce-7023016.html,"Paris 9eme,",825000,Imax Agence Paris Championnet,Vente appartement 3 pieces 85 m2,"Nombre de pieces : 3, Surface : 85 m2, Nombre de chambres : 2, Etage : 7, Ascenseur : oui, Digicode : oui, Interphone : oui, Salle d'eau : oui, Energie : C (118), GES : D (27)"
"Metro Cadet, Dans une charmante copropriete, studio de 24m2 au 4eme et dernier etage, comprenant: un belle piece principale traversante avec une belle hauteur sous plafond, une cuisine US equipee, une douche avec wc. Tres bon etat. A saisir! Contact : 06.64.16.10.85. dont 3.00 % honoraires TTC a la charge de l'acquereur.",http://www.explorimmo.com/annonce-7023870.html,Paris 9eme,309000,Premier Immobilier,Vente studio,"Nombre de pieces : 1, Surface : NC, Etage : 4, Salle d'eau : oui, Energie : NC, GES : NC"
"L' agence VKS immobilier vous propose ce magnifique appartement, traversant d'une superficie de 90 m2, dans un immeuble hausmanien, pierre de taille, de standing , situe au 1er etage sur rue, avec ascenseur . Se compose d'une entree, d'un sejour double avec cheminee , d' un coin bureau , d' une cuisine equipee separee, d'une salle de bain carrelee, de deux chambres, placards . Belle hauteur sous plafond. Tres lumineux . Belles prestations. Parquet, Moulure ,Cheminee . Cave . Pas de travaux a prevoir",http://www.explorimmo.com/annonce-7025844.html,Paris 9eme,890000,Vks Immobilier,Vente appartement 4 pieces 90 m2,"Nombre de pieces : 4, Surface : 90 m2, Nombre de chambres : 2, Nombre de salles de bain : 1, Type de chauffage : Gaz, Etage : 1, Ascenseur : oui, Cave : oui, Salle de bain : oui, Energie : NC, GES : NC"
"Appartement duplex avec jardin privatif - Dans la tres belle voie privee ""avenue Frochot"": ce splendide appartement en REZ DE JARDIN/DUPLEX COUR ANGLAISE - dans un petit hotel particulier de style villa palladienne - comprenant une double reception + bureau, hauteur sous plafond - cuisine separee equipee / l'ensemble ouvrant sur le jardin de 65m2 expose ouest. 1 petite chambre avec sa salle de bains et toilettes separes complete ce niveau. - puis, en duplex cour anglaise (avec larges fenetres ouvrant",http://www.explorimmo.com/annonce-7025824.html,"Paris 9eme,",2200000,Agence Gerald D. Kremer Immobilier,Vente appartement 143 m2,"Nombre de pieces : Non precise, Surface : 143 m2 (loi carrez), Nombre de chambres : 3, Nombre de salles de bain : 2, Terrain : 65 m2, Type de chauffage : Gaz, Etage : Rez-de-jardin, Exposition : Ouest, Balcon : oui, Cheminee : oui, Digicode : oui, Interphone : oui, Jardin : oui, Salle d'eau : oui, Salle de bain : oui, Terrasse : oui, Vue degagee : oui, Energie : D (229), GES : D (29)"
INVESTISSEMENT - appartement A VENDRE en NUE PROPRIETE avec reserve d'usufruit. TRIPLEX entree principale au 2e etage dans petit hotel particulier dans la tres jolie rue d'Aumale Saint-Georges.,http://www.explorimmo.com/annonce-7026278.html,Paris 9eme,935000,Agence Gerald D. Kremer Immobilier,Vente appartement 4 pieces 133 m2,"Nombre de pieces : 4, Surface : 133 m2 (loi carrez), Nombre de chambres : 3, Nombre de salles de bain : 1, Type de chauffage : Gaz, Statut : occupe, Etage : 2, BBC : oui, Balcon : oui, Cave : oui, Digicode : oui, Interphone : oui, Salle d'eau : oui, Salle de bain : oui, Energie : D (187), GES : E (44)"
"PARIS 9 ARRDT METRO BLANCHE 6500/m2!!DANS BEL IMMEUBLE PIERRE DE TAILLE AU 1 ER ETAGE ( OCCUPANT TOUT L'ETAGE) A RAFRAICHIRDOUBLE USAGE - HABITATION ET LIBERALE243 m2 HAB, 238 LOI CARREZPOSSIBILITE DE DIVISER EN 2 APPARTEMENTS.1 GRANDE CAVECONTACT DIRECT ET VISITES BORIS 06.24.40.65.19",http://www.explorimmo.com/annonce-2700686.html,Paris 9eme,1589000,Paris Montmartre Transactions,Vente appartement 8 pieces 243 m2,"Nombre de pieces : 8, Surface : 243 m2, Nombre de chambres : 5, Nombre de salles de bain : 1, Ascenseur : oui, Cave : oui, Salle de bain : oui, Energie : NC, GES : NC"
"Metro Opera, Rue Helder Dans un immeuble ancien, au 1er etage, 2 pieces de 28m2 loi carrez + terrasse de 38m2, comprenant : un sejour avec coin kitchenette, une douche, un wc, une chambre, calme, entierement a renove, une cave. A saisir! Contact : 06.64.16.10.85. dont 3.25 % honoraires TTC a la charge de l'acquereur.",http://www.explorimmo.com/annonce-7023872.html,Paris 9eme,349000,Premier Immobilier,Vente appartement 2 pieces 39 m2,"Nombre de pieces : 2, Surface : 39 m2, Nombre de chambres : 1, Etage : 1, Ascenseur : oui, Cave : oui, Salle d'eau : oui, Terrasse : oui, Energie : NC, GES : NC"
"Maubeuge / DrouotBeau studio de 23m2 refait a neuf au 3eme etage d'un bel immeuble ancien de charme. Grande et belle piece a vivre, cuisine ouverte equipee et amenagee, jolie salle d'eau avec wc. Tous transports et commerces a proximite. Calme et Lumineux. 06.50.71.18.36",http://www.explorimmo.com/annonce-5490838.html,Paris 9eme,190000,Area,Vente studio 23 m2,"Nombre de pieces : 1, Surface : 23 m2, Energie : NC, GES : NC"
"9e quartier des Martyrs, dans immeuble pierre de taille, beau 3 pieces en bon etat, au 3e etage asenseur : entree, grand sejour, 2 chambres (13 et 8m),cuisine separee equipee, face au sejour, salle de bain & wc. Parquet, moulures, cheminee. Cve. Proximite commerces &transports.PARKING a la location en sus possible. Votre contact 0686827763",http://www.explorimmo.com/annonce-6626700.html,"Paris 9eme,",599000,Pierre De Taille Conseil Immobilier,Vente appartement 3 pieces 60 m2,"Nombre de pieces : 3, Surface : 60 m2, Nombre de chambres : 2, Nombre de salles de bain : 1, Type de chauffage : Habitat collectif, Etage : 3, Exposition : Sud, Energie : NC, GES : NC"
"Idealement situe dans le 9eme arrondissement dans le quartier de Drouot, appartement de trois pieces situe au troisieme etage au sein d'un immeuble de prestige. Beneficiant d'un calme rare a Paris cet appartement comprend, une entree, un grand sejour de 28m2, deux chambres, une salle de bains, wc separes et une cave.",http://www.explorimmo.com/annonce-7030800.html,Paris 9eme,584000,Agence Zenatti Immobilier,Vente appartement 3 pieces 66 m2,"Nombre de pieces : 3, Surface : 66 m2, Nombre de chambres : 2, Nombre de salles de bain : 1, Cave : oui, Digicode : oui, Salle de bain : oui, Energie : NC, GES : NC"
Rue de Maubeuge dans un tres bel immeuble pierre de taille un appartement ideal pour du mixte ou profession liberale. Ancien Cabinet Medical. Entree accueil desservant quatre pieces sur la rue de Maubeuge dont un grand living et trois pieces sur cour. Une cuisine. Un wc independant. Placards dans le degagement. Appartement a renover. Salles de bains a creeer.,http://www.explorimmo.com/annonce-32485554-1.html,Paris 9eme,1310000,Lamirand Et Associes,Vente appartement 7 pieces 180 m2,"Nombre de pieces : 7, Surface : 180 m2, Nombre de chambres : 3, Type de chauffage : gaz, Statut : libre, Anciennete : ancien, Etage : 1er etage, Ascenseur : oui, Cave : oui, Digicode : oui, Energie : E (300), GES : D (30)"
"Metro Cadet ou Poissonniere : Appartement de reception au 2eme etage avec balcon, d'un immeuble Haussmannien de grand standing, avec ascenseur et gardien, au Calme et ensoleille. Il se compose d'un hall d'entree avec vestiaire, d'une triple reception de 100m2, une cuisine dinatoire, trois belles chambres (5 possibles), dressing, deux pieces d'eau (3 possibles) et 2 WC., parquet point de hongrie, moulures et cheminees. Cave double. Emplacement de parking au pied de l'immeuble. Deux chambres de services",http://www.explorimmo.com/annonce-7044812.html,Paris 9eme,2230000,Tendances Immobilieres,Vente appartement 6 pieces 238 m2,"Nombre de pieces : 6, Surface : 238 m2, Nombre de chambres : 4, Nombre de salles de bain : 2, Etage : 2, Exposition : Non precise, Ascenseur : oui, Cave : oui, Cheminee : oui, Interphone : oui, Parking : oui, Salle de bain : oui, Energie : D (183), GES : E (43)"
